seed,scenario,divergence_gens,n_near_tags,n_far_tags,r2_near_pop0,r2_near_pop1,ratio_near,r2_far_pop0,r2_far_pop1,ratio_far,r2_far_pop1_het_neutral,ratio_far_het_neutral,r2_far_pop1_ld_destroy,ratio_far_ld_destroy,delta_ratio_near_minus_far,delta_ratio_het_intervention,delta_ratio_ld_destroy,r2_null_pop0,r2_null_pop1,mean_abs_maf_diff_near,mean_abs_maf_diff_far,delta_hetero_far_pop1_minus_pop0,beta_corr_far_pop0_vs_pop1
3,bottleneck,50,370,370,0.596413464720061,0.37556310358431066,0.6297025902334197,0.5884353061967925,0.3359410227088068,0.5709056189712329,0.3183652356642869,0.5410369369607726,0.0009219708545454377,0.00156681770253449,0.05879697126218675,-0.029868682010460335,-0.5693388012686984,0.006330572955506747,0.00611452982479973,0.02909938063063063,0.030821227477477477,0.0011451163077139948,0.6059336352090235
4,bottleneck,50,378,378,0.5702231592188298,0.23697966122632372,0.4155910846395139,0.5125092324206482,0.15166500103968053,0.29592637838609637,0.13502555312689957,0.26345974781596854,0.0005633585104806255,0.0010992163162013872,0.11966470625341752,-0.03246663057012783,-0.29482716206989495,0.01545154969656174,0.0020785122466667094,0.02859347442680776,0.028856922398589065,0.0028100015845458626,0.43893985592094237
5,bottleneck,50,383,383,0.5964024659421612,0.2538894859727166,0.42570160331519935,0.5377162932533935,0.2831104968112821,0.5265053344364051,0.2550675782140599,0.47435344886204106,0.001023076275353047,0.0019026320909173795,-0.10080373112120578,-0.052151885574364065,-0.5246027023454878,0.012917650484164957,0.00025699574029463873,0.03067232375979112,0.030553742384682336,0.005948916517080072,0.5296186581273506
6,bottleneck,50,373,373,0.6631921281247313,0.3339005157394048,0.5034747874398862,0.5543995916061325,0.14130210063409318,0.2548741066434259,0.1358734202774594,0.24508210744496595,0.00150186457881882,0.0027089929385911314,0.24860068079646025,-0.009791999198459966,-0.2521651137048348,0.009542830581857233,0.0006451566426371494,0.03315097184986595,0.03552976988382484,-0.00010664836302870517,0.37408561742931534
7,bottleneck,50,385,385,0.46204077509042657,0.28538824642910027,0.6176689630330713,0.4307723461863915,0.1710014348478333,0.39696474567530027,0.1668181787117717,0.3872536855919505,0.0005322177032971372,0.0012354964472739184,0.22070421735777102,-0.009711060083349765,-0.3957292492280263,0.04214419203580169,0.0005111694282643876,0.029941017316017317,0.028838744588744584,-0.004237655799062073,0.4492670920352893
8,bottleneck,50,379,379,0.5931901828060758,0.41832340032277854,0.7052095810889975,0.4749211446117668,0.24913284467150787,0.5245772850883827,0.241231497615213,0.5079401082729476,0.0019059087593552976,0.004013105714451435,0.1806322960006147,-0.016637176815435195,-0.5205641793739313,0.06648852542112985,0.01779322763738635,0.030859443711521547,0.032781717238346525,0.004854331288020403,0.47733777572691505
1,bottleneck,100,383,383,0.6638809440668565,0.20831465717180045,0.31378315499717374,0.5483621285777683,0.050144462406050874,0.09144406550486175,0.04488161523138887,0.08184667192060437,0.0002581237159789549,0.0004707176198480818,0.222339089492312,-0.009597393584257388,-0.09097334788501367,3.5336746615545157e-06,5.760291912248602e-06,0.052691198868581375,0.055043788076588336,0.0022350665547033743,0.21590285607731186
2,bottleneck,100,381,381,0.6328695100064402,0.40100255382916616,0.6336259647349506,0.5769375650208134,0.15597346797405748,0.2703472220056093,0.14323176730685855,0.2482621621313415,0.00010848687195337989,0.00018803918921359567,0.3632787427293413,-0.022085059874267787,-0.27015918281639567,2.1215778869748708e-05,2.329985789431515e-09,0.04110099518810149,0.041317804024496946,-0.0015314629128390378,0.3763529839553709
4,bottleneck,100,374,374,0.5199852894578872,0.2960706685580769,0.5693827778604017,0.4829153292304423,0.13854494248338406,0.28689282385002074,0.13535033823543619,0.2802775767154171,0.0006387978658165678,0.0013227947574878907,0.28248995401038096,-0.006615247134603652,-0.2855700290925329,0.053872663548875696,0.014460770011740426,0.04109542112299465,0.03736296791443851,0.006866386753565101,0.41247569750165114
3,bottleneck,100,375,375,0.5533585999300537,0.26959404182170316,0.48719590127591894,0.4878816302047266,0.18332823661896838,0.37576376167727316,0.20805179301508522,0.42643907893761407,0.0009905516278210676,0.0020303113839424715,0.11143213959864579,0.05067531726034091,-0.37373345029333066,0.01009695426242239,0.00037675934288856824,0.03803361111111111,0.0399875,0.0037515093171296143,0.47181236568643126
